date,state,Cases 24hr,Cases % 24hr,Deaths 24hr,Deaths % 24hr ,Tests 24hr,Positive Tests 24hr,Total Recovered,Total Active Infections,Total Cases,Total Deaths
4-26-2020,SD,65,3.027%,1,10%,678,9.587%,1257,944,2212,11
4-25-2020,SD,107,5.245%,0,0%,772,13.86%,1223,914,2147,10
4-24-2020,SD,84,4.294%,1,11.111%,759,11.067%,1190,840,2040,10
4-23-2020,SD,98,5.274%,1,12.5%,619,15.832%,1064,883,1956,9
4-22-2020,SD,103,5.869%,0,0%,631,16.323%,937,913,1858,8
4-21-2020,SD,70,4.154%,1,14.286%,489,14.315%,824,923,1755,8
4-20-2020,SD,50,3.058%,0,0%,264,18.939%,709,969,1685,7
4-19-2020,SD,93,6.031%,0,0%,402,23.134%,646,982,1635,7
4-18-2020,SD,131,9.284%,0,0%,598,21.906%,552,983,1542,7
4-17-2020,SD,100,7.628%,0,0%,512,19.531%,457,947,1411,7
4-16-2020,SD,143,12.243%,1,16.667%,691,20.695%,373,931,1311,7
4-15-2020,SD,180,18.219%,0,0%,563,31.972%,329,833,1168,6
4-14-2020,SD,120,13.825%,0,0%,294,40.816%,261,721,988,6
4-13-2020,SD,138,18.904%,0,0%,449,30.735%,207,655,868,6
4-12-2020,SD,104,16.613%,0,0%,549,18.944%,197,527,730,6
4-11-2020,SD,90,16.791%,0,0%,357,25.21%,189,431,626,6
4-10-2020,SD,89,19.911%,0,0%,500,17.8%,177,353,536,6
4-9-2020,SD,54,13.74%,0,0%,399,13.534%,161,280,447,6
4-8-2020,SD,73,22.813%,0,0%,480,15.208%,146,241,393,6
4-7-2020,SD,32,11.111%,2,50%,248,12.903%,98,216,320,6
4-6-2020,SD,48,20%,2,100%,427,11.241%,91,193,288,4
4-5-2020,SD,28,13.208%,0,0%,369,7.588%,84,154,240,2
4-4-2020,SD,25,13.369%,0,0%,444,5.631%,76,134,212,2
4-3-2020,SD,22,13.333%,0,0%,398,5.528%,69,116,187,2
4-2-2020,SD,36,27.907%,0,0%,350,10.286%,57,106,165,2
4-1-2020,SD,21,19.444%,1,100%,315,6.667%,51,76,129,2
3-31-2020,SD,7,6.931%,0,0%,138,5.072%,44,63,108,1
3-30-2020,SD,11,12.222%,0,0%,362,3.039%,34,66,101,1
3-29-2020,SD,22,32.353%,0,0%,557,3.95%,29,60,90,1
3-28-2020,SD,10,17.241%,0,0%,215,4.651%,26,41,68,1
3-27-2020,SD,12,26.087%,0,0%,426,2.817%,21,36,58,1
3-26-2020,SD,5,12.195%,0,0%,1159,0.431%,16,29,46,1
3-25-2020,SD,11,36.667%,0,0%,40,27.5%,,40,41,1
3-24-2020,SD,2,7.143%,0,0%,30,6.667%,,29,30,1
3-23-2020,SD,7,33.333%,0,0%,29,24.138%,,27,28,1
3-22-2020,SD,7,50%,0,0%,56,12.5%,,20,21,1
3-21-2020,SD,0,0%,0,0%,28,0%,,13,14,1
3-20-2020,SD,3,27.273%,0,0%,115,2.609%,,13,14,1
3-19-2020,SD,0,0%,0,0%,0,0,,10,11,1
3-18-2020,SD,0,0%,1,Infinity%,0,0,,10,11,1
3-17-2020,SD,1,10%,0,0,58,1.724%,,11,11,
3-16-2020,SD,1,11.111%,0,0,168,0.595%,,10,10,
3-15-2020,SD,0,0%,0,0,145,0%,,9,9,
3-14-2020,SD,0,0%,0,0,109,0%,,9,9,
3-13-2020,SD,1,12.5%,0,0,47,2.128%,,9,9,
3-12-2020,SD,3,60%,0,0,17,17.647%,,8,8,
3-11-2020,SD,5,Infinity%,0,0,7,71.429%,,NaN,5,
3-10-2020,SD,0,0,0,0,6,0%,,NaN,0,
3-9-2020,SD,0,0,0,0,0,0,,NaN,0,
3-8-2020,SD,0,0,0,0,0,0,,NaN,0,
3-7-2020,SD,,0,,0,,0,,NaN,0,
5-25-2020,OH,566,1.774%,18,0.914%,5781,9.791%,,30490,32477,1987
5-24-2020,OH,503,1.602%,13,0.665%,8059,6.241%,,29942,31911,1969
5-23-2020,OH,614,1.994%,84,4.487%,8694,7.062%,,29452,31408,1956
5-22-2020,OH,627,2.078%,36,1.961%,8722,7.189%,,28922,30794,1872
5-21-2020,OH,731,2.483%,55,3.088%,9550,7.654%,,28331,30167,1836
5-20-2020,OH,484,1.672%,61,3.547%,11926,4.058%,,27655,29436,1781
5-19-2020,OH,498,1.75%,63,3.802%,5753,8.656%,,27232,28952,1720
5-18-2020,OH,531,1.902%,32,1.969%,7387,7.188%,,26797,28454,1657
5-17-2020,OH,449,1.634%,15,0.932%,17760,2.528%,,26298,27923,1625
5-16-2020,OH,520,1.929%,29,1.834%,520,100%,,25864,27474,1610
5-15-2020,OH,597,2.265%,47,3.064%,12830,4.653%,,25373,26954,1581
5-14-2020,OH,636,2.473%,51,3.439%,7498,8.482%,,24823,26357,1534
5-13-2020,OH,471,1.865%,47,3.273%,8123,5.798%,,24238,25721,1483
5-12-2020,OH,473,1.909%,79,5.822%,7201,6.569%,,23814,25250,1436
5-11-2020,OH,696,2.89%,16,1.193%,5668,12.279%,,23420,24777,1357
5-10-2020,OH,384,1.62%,10,0.751%,8192,4.688%,,22740,24081,1341
5-9-2020,OH,681,2.959%,25,1.914%,12354,5.512%,,22366,23697,1331
5-8-2020,OH,885,3.999%,35,2.754%,8257,10.718%,,21710,23016,1306
5-7-2020,OH,555,2.572%,46,3.755%,7130,7.784%,,20860,22131,1271
5-6-2020,OH,607,2.895%,90,7.93%,8194,7.408%,,20351,21576,1225
5-5-2020,OH,495,2.418%,79,7.481%,5580,8.871%,,19834,20969,1135
5-4-2020,OH,560,2.812%,18,1.734%,4989,11.225%,,19418,20474,1056
5-3-2020,OH,579,2.995%,17,1.665%,4347,13.32%,,18876,19914,1038
5-2-2020,OH,592,3.159%,19,1.896%,5313,11.142%,,18314,19335,1021
5-1-2020,OH,716,3.972%,27,2.769%,6616,10.822%,,17741,18743,1002
4-30-2020,OH,724,4.184%,38,4.055%,4982,14.532%,,17052,18027,975
4-29-2020,OH,1175,7.285%,138,17.272%,6202,18.946%,,16366,17303,937
4-28-2020,OH,429,2.733%,46,6.109%,3315,12.941%,,15329,16128,799
4-27-2020,OH,-264,-1.654%,25,3.434%,3005,-8.785%,,14946,15699,753
4-26-2020,OH,376,2.412%,17,2.391%,4403,8.54%,,15235,15963,728
4-25-2020,OH,418,2.756%,21,3.043%,4286,9.753%,,14876,15587,711
4-24-2020,OH,475,3.233%,34,5.183%,4820,9.855%,,14479,15169,690
4-23-2020,OH,577,4.087%,46,7.541%,4371,13.201%,,14038,14694,656
4-22-2020,OH,392,2.856%,53,9.515%,3792,10.338%,,13507,14117,610
4-21-2020,OH,806,6.239%,48,9.43%,3875,20.8%,,13168,13725,557
4-20-2020,OH,1317,11.351%,38,8.068%,3540,37.203%,,12410,12919,509
4-19-2020,OH,1380,13.5%,20,4.435%,8258,16.711%,,11131,11602,471
4-18-2020,OH,1115,12.243%,33,7.895%,1115,100%,,9771,10222,451
4-17-2020,OH,693,8.236%,29,7.455%,3086,22.456%,,8689,9107,418
4-16-2020,OH,623,7.996%,28,7.756%,3288,18.948%,,8025,8414,389
4-15-2020,OH,511,7.019%,37,11.42%,3551,14.39%,,7430,7791,361
4-14-2020,OH,305,4.373%,50,18.248%,2889,10.557%,,6956,7280,324
4-13-2020,OH,371,5.618%,21,8.3%,1869,19.85%,,6701,6975,274
4-12-2020,OH,354,5.664%,6,2.429%,2772,12.771%,,6351,6604,253
4-11-2020,OH,372,6.329%,16,6.926%,1898,19.6%,,6003,6250,247
4-10-2020,OH,366,6.64%,18,8.451%,2588,14.142%,,5647,5878,231
4-9-2020,OH,364,7.071%,20,10.363%,2644,13.767%,,5299,5512,213
4-8-2020,OH,366,7.654%,26,15.569%,2503,14.622%,,4955,5148,193
4-7-2020,OH,332,7.461%,25,17.606%,2460,13.496%,,4615,4782,167
4-6-2020,OH,407,10.067%,23,19.328%,4622,8.806%,,4308,4450,142
4-5-2020,OH,304,8.131%,17,16.667%,1885,16.127%,,3924,4043,119
4-4-2020,OH,427,12.893%,11,12.088%,3496,12.214%,,3637,3739,102
4-3-2020,OH,410,14.128%,10,12.346%,3457,11.86%,,3221,3312,91
4-2-2020,OH,355,13.938%,16,24.615%,5379,6.6%,,2821,2902,81
4-1-2020,OH,348,15.825%,10,18.182%,348,100%,,2482,2547,65
3-31-2020,OH,266,13.761%,16,41.026%,1916,13.883%,,2144,2199,55
3-30-2020,OH,280,16.939%,10,34.483%,6610,4.236%,,1894,1933,39
3-29-2020,OH,247,17.568%,4,16%,247,100%,,1624,1653,29
3-28-2020,OH,269,23.659%,6,31.579%,269,100%,,1381,1406,25
3-27-2020,OH,270,31.142%,4,26.667%,2833,9.531%,,1118,1137,19
3-26-2020,OH,163,23.153%,5,50%,2552,6.387%,,852,867,15
3-25-2020,OH,140,24.823%,2,25%,14060,0.996%,,694,704,10
3-24-2020,OH,122,27.602%,2,33.333%,122,100%,,556,564,8
3-23-2020,OH,91,25.926%,3,100%,91,100%,,436,442,6
3-22-2020,OH,104,42.105%,0,0%,104,100%,,348,351,3
3-21-2020,OH,78,46.154%,2,200%,78,100%,,244,247,3
3-20-2020,OH,50,42.017%,1,Infinity%,50,100%,,168,169,1
3-19-2020,OH,31,35.227%,0,0,31,100%,,119,119,
3-18-2020,OH,21,31.343%,0,0,21,100%,,88,88,
3-17-2020,OH,17,34%,0,0,17,100%,,67,67,
3-16-2020,OH,14,38.889%,0,0,15,93.333%,,50,50,
3-15-2020,OH,23,176.923%,0,0,112,20.536%,,36,36,
3-14-2020,OH,0,0%,0,0,0,0,,13,13,
3-13-2020,OH,8,160%,0,0,28,28.571%,,13,13,
3-12-2020,OH,1,25%,0,0,10,10%,,5,5,
3-11-2020,OH,1,33.333%,0,0,8,12.5%,,NaN,4,
3-10-2020,OH,0,0%,0,0,3,0%,,NaN,3,
3-9-2020,OH,3,Infinity%,0,0,4,75%,,NaN,3,
3-8-2020,OH,0,0,0,0,1,0%,,NaN,0,
3-7-2020,OH,0,0,0,0,1,0%,,NaN,0,
3-6-2020,OH,0,0,0,0,1,0%,,NaN,0,
3-5-2020,OH,,0,,0,,0,,NaN,0,
5-25-2020,NV,109,1.403%,2,0.51%,4450,2.449%,359,7126,7879,394
5-24-2020,NV,74,0.962%,4,1.031%,3234,2.288%,359,7019,7770,392
5-23-2020,NV,295,3.986%,7,1.837%,7106,4.151%,359,6949,7696,388
5-22-2020,NV,146,2.012%,3,0.794%,5559,2.626%,339,6681,7401,381
5-21-2020,NV,89,1.242%,5,1.34%,3211,2.772%,339,6538,7255,378
5-20-2020,NV,120,1.703%,8,2.192%,3616,3.319%,336,6457,7166,373
5-19-2020,NV,140,2.027%,15,4.286%,5723,2.446%,334,6347,7046,365
5-18-2020,NV,49,0.715%,1,0.287%,1195,4.1%,355,6201,6906,350
5-17-2020,NV,195,2.927%,4,1.159%,6973,2.797%,272,6236,6857,349
5-16-2020,NV,48,0.726%,6,1.77%,1518,3.162%,272,6045,6662,345
5-15-2020,NV,115,1.77%,8,2.417%,2662,4.32%,272,6003,6614,339
5-14-2020,NV,105,1.642%,10,3.115%,2812,3.734%,244,5924,6499,331
5-13-2020,NV,83,1.315%,9,2.885%,2597,3.196%,198,5875,6394,321
5-12-2020,NV,159,2.585%,6,1.961%,3991,3.984%,185,5814,6311,312
5-11-2020,NV,54,0.886%,0,0%,1275,4.235%,183,5663,6152,306
5-10-2020,NV,70,1.161%,5,1.661%,2698,2.595%,182,5610,6098,306
5-9-2020,NV,144,2.447%,8,2.73%,2767,5.204%,205,5522,6028,301
5-8-2020,NV,118,2.046%,7,2.448%,1987,5.939%,205,5386,5884,293
5-7-2020,NV,103,1.819%,10,3.623%,2082,4.947%,205,5275,5766,286
5-6-2020,NV,69,1.233%,8,2.985%,1391,4.96%,203,5184,5663,276
5-5-2020,NV,103,1.876%,6,2.29%,1718,5.995%,200,5126,5594,268
5-4-2020,NV,65,1.198%,5,1.946%,897,7.246%,185,5044,5491,262
5-3-2020,NV,115,2.165%,3,1.181%,882,13.039%,182,4987,5426,257
5-2-2020,NV,84,1.607%,11,4.527%,792,10.606%,182,4875,5311,254
5-1-2020,NV,229,4.582%,6,2.532%,1609,14.232%,182,4802,5227,243
4-30-2020,NV,100,2.042%,7,3.043%,958,10.438%,158,4603,4998,237
4-29-2020,NV,93,1.935%,11,5.023%,909,10.231%,100,4568,4898,230
4-28-2020,NV,115,2.452%,13,6.311%,1306,8.806%,,4586,4805,219
4-27-2020,NV,88,1.912%,0,0%,627,14.035%,,4484,4690,206
4-26-2020,NV,63,1.388%,2,0.98%,978,6.442%,,4396,4602,206
4-25-2020,NV,141,3.206%,7,3.553%,1016,13.878%,,4335,4539,204
4-24-2020,NV,190,4.515%,8,4.233%,1443,13.167%,,4201,4398,197
4-23-2020,NV,127,3.112%,17,9.884%,861,14.75%,,4019,4208,189
4-22-2020,NV,144,3.658%,9,5.521%,833,17.287%,,3909,4081,172
4-21-2020,NV,107,2.794%,5,3.165%,708,15.113%,,3774,3937,163
4-20-2020,NV,102,2.736%,3,1.935%,749,13.618%,,3672,3830,158
4-19-2020,NV,102,2.813%,4,2.649%,847,12.043%,,3573,3728,155
4-18-2020,NV,102,2.894%,9,6.338%,989,10.313%,,3475,3626,151
4-17-2020,NV,203,6.113%,5,3.65%,1311,15.484%,,3382,3524,142
4-16-2020,NV,110,3.426%,6,4.58%,796,13.819%,,3184,3321,137
4-15-2020,NV,123,3.983%,11,9.167%,994,12.374%,,3080,3211,131
4-14-2020,NV,117,3.938%,6,5.263%,1197,9.774%,,2968,3088,120
4-13-2020,NV,135,4.76%,2,1.786%,853,15.826%,,2857,2971,114
4-12-2020,NV,136,5.037%,10,9.804%,1024,13.281%,,2724,2836,112
4-11-2020,NV,116,4.489%,16,18.605%,838,13.842%,,2598,2700,102
4-10-2020,NV,128,5.212%,6,7.5%,978,13.088%,,2498,2584,86
4-9-2020,NV,138,5.953%,9,12.676%,1205,11.452%,,2376,2456,80
4-8-2020,NV,231,11.069%,13,22.414%,1927,11.988%,,2247,2318,71
4-7-2020,NV,134,6.861%,12,26.087%,1010,13.267%,,2029,2087,58
4-6-2020,NV,117,6.373%,0,0%,798,14.662%,,1907,1953,46
4-5-2020,NV,94,5.396%,0,0%,668,14.072%,,1790,1836,46
4-4-2020,NV,228,15.059%,3,6.977%,1631,13.979%,,1696,1742,46
4-3-2020,NV,56,3.841%,5,13.158%,486,11.523%,,1471,1514,43
4-2-2020,NV,179,13.995%,12,46.154%,1248,14.343%,,1420,1458,38
4-1-2020,NV,166,14.915%,9,52.941%,1004,16.534%,,1253,1279,26
3-31-2020,NV,105,10.417%,2,13.333%,579,18.135%,,1096,1113,17
3-30-2020,NV,270,36.585%,1,7.143%,2065,13.075%,,993,1008,15
3-29-2020,NV,117,18.841%,4,40%,628,18.631%,,724,738,14
3-28-2020,NV,86,16.075%,0,0%,1826,4.71%,,611,621,10
3-27-2020,NV,115,27.381%,0,0%,1579,7.283%,,525,535,10
3-26-2020,NV,99,30.841%,4,66.667%,545,18.165%,,410,420,10
3-25-2020,NV,43,15.468%,2,50%,340,12.647%,,315,321,6
3-24-2020,NV,33,13.469%,0,0%,497,6.64%,,274,278,4
3-23-2020,NV,55,28.947%,2,100%,1097,5.014%,,241,245,4
3-22-2020,NV,66,53.226%,0,0%,130,50.769%,,188,190,2
3-21-2020,NV,15,13.761%,1,100%,407,3.686%,,122,124,2
3-20-2020,NV,14,14.737%,0,0%,380,3.684%,,108,109,1
3-19-2020,NV,40,72.727%,0,0%,1498,2.67%,,94,95,1
3-18-2020,NV,0,0%,0,0%,0,0,,54,55,1
3-17-2020,NV,10,22.222%,0,0%,10,100%,,54,55,1
3-16-2020,NV,24,114.286%,1,Infinity%,24,100%,,44,45,1
3-15-2020,NV,1,5%,0,0,1,100%,,21,21,
3-14-2020,NV,9,81.818%,0,0,9,100%,,20,20,
3-13-2020,NV,4,57.143%,0,0,4,100%,,11,11,
3-12-2020,NV,2,40%,0,0,2,100%,,7,7,
3-11-2020,NV,4,400%,0,0,158,2.532%,,NaN,5,
3-10-2020,NV,0,0%,0,0,0,0,,NaN,1,
3-9-2020,NV,0,0%,0,0,0,0,,NaN,1,
3-8-2020,NV,0,0%,0,0,0,0,,NaN,1,
3-7-2020,NV,0,0%,0,0,0,0,,NaN,1,
3-6-2020,NV,0,0%,0,0,0,0,,NaN,1,
3-5-2020,NV,,0,,0,,0,,NaN,1,
5-25-2020,SC,82,0.812%,5,1.149%,2073,3.956%,6063,3675,10178,440
5-24-2020,SC,201,2.031%,10,2.353%,5037,3.99%,5743,3918,10096,435
5-23-2020,SC,257,2.667%,6,1.432%,8887,2.892%,5743,3727,9895,425
5-22-2020,SC,463,5.046%,12,2.948%,11785,3.929%,5743,3476,9638,419
5-21-2020,SC,119,1.314%,8,2.005%,3175,3.748%,5451,3317,9175,407
5-20-2020,SC,0,0%,0,0%,0,0,5451,3206,9056,399
5-19-2020,SC,114,1.275%,8,2.046%,3504,3.253%,5451,3206,9056,399
5-18-2020,SC,281,3.244%,11,2.895%,11228,2.503%,5076,3475,8942,391
5-17-2020,SC,254,3.021%,0,0%,10715,2.371%,5076,3205,8661,380
5-16-2020,SC,0,0%,0,0%,0,0,5076,2951,8407,380
5-15-2020,SC,218,2.662%,9,2.426%,7081,3.079%,5076,2951,8407,380
5-14-2020,SC,262,3.305%,16,4.507%,9395,2.789%,4914,2904,8189,371
5-13-2020,SC,0,0%,0,0%,0,0,6817,755,7927,355
5-12-2020,SC,274,3.58%,24,7.251%,8683,3.156%,6817,755,7927,355
5-11-2020,SC,0,0%,0,0%,0,0,4120,3202,7653,331
5-10-2020,SC,122,1.62%,1,0.303%,3494,3.492%,4120,3202,7653,331
5-9-2020,SC,389,5.447%,14,4.43%,7521,5.172%,4120,3081,7531,330
5-8-2020,SC,206,2.97%,11,3.607%,-4040,-5.099%,3816,3010,7142,316
5-7-2020,SC,0,0%,0,0%,0,0,3816,2815,6936,305
5-6-2020,SC,179,2.649%,22,7.774%,9711,1.843%,3816,2815,6936,305
5-5-2020,SC,131,1.977%,8,2.909%,3583,3.656%,3622,2852,6757,283
5-4-2020,SC,0,0%,0,0%,0,0,3622,2729,6626,275
5-3-2020,SC,137,2.111%,8,2.996%,2572,5.327%,3622,2729,6626,275
5-2-2020,SC,231,3.691%,11,4.297%,2237,10.326%,3622,2600,6489,267
5-1-2020,SC,163,2.674%,12,4.918%,2867,5.685%,3622,2380,6258,256
4-30-2020,SC,214,3.639%,41,20.197%,2295,9.325%,3252,2599,6095,244
4-29-2020,SC,268,4.775%,26,14.689%,2072,12.934%,3252,2426,5881,203
4-28-2020,SC,123,2.24%,3,1.724%,1384,8.887%,2830,2606,5613,177
4-27-2020,SC,0,0%,0,0%,0,0,3701,1615,5490,174
4-26-2020,SC,237,4.512%,8,4.819%,1747,13.566%,3701,1615,5490,174
4-25-2020,SC,336,6.833%,16,10.667%,4551,7.383%,3701,1386,5253,166
4-24-2020,SC,0,0%,0,0%,0,0,3317,1450,4917,150
4-23-2020,SC,156,3.277%,10,7.143%,1352,11.538%,3317,1450,4917,150
4-22-2020,SC,322,7.254%,16,12.903%,1834,17.557%,3317,1304,4761,140
4-21-2020,SC,62,1.416%,4,3.333%,797,7.779%,2063,2252,4439,124
4-20-2020,SC,0,0%,0,0%,0,0,2063,2194,4377,120
4-19-2020,SC,131,3.085%,1,0.84%,1647,7.954%,2633,1624,4377,120
4-18-2020,SC,315,8.013%,10,9.174%,2549,12.358%,2633,1494,4246,119
4-17-2020,SC,275,7.522%,2,1.869%,1551,17.73%,,3822,3931,109
4-16-2020,SC,0,0%,0,0%,0,0,,3549,3656,107
4-15-2020,SC,103,2.899%,10,10.309%,861,11.963%,,3549,3656,107
4-14-2020,SC,234,7.05%,15,18.293%,2447,9.563%,,3456,3553,97
4-13-2020,SC,0,0%,0,0%,0,0,,3237,3319,82
4-12-2020,SC,112,3.492%,2,2.5%,1332,8.408%,,3237,3319,82
4-11-2020,SC,142,4.633%,8,11.111%,1910,7.435%,,3127,3207,80
4-10-2020,SC,273,9.778%,5,7.463%,816,33.456%,,2993,3065,72
4-9-2020,SC,240,9.404%,4,6.349%,2733,8.782%,,2725,2792,67
4-8-2020,SC,135,5.585%,12,23.529%,954,14.151%,,2489,2552,63
4-7-2020,SC,368,17.96%,7,15.909%,4704,7.823%,,2366,2417,51
4-6-2020,SC,0,0%,0,0%,0,0,,2005,2049,44
4-5-2020,SC,132,6.886%,4,10%,662,19.94%,,2005,2049,44
4-4-2020,SC,363,23.359%,9,29.032%,11319,3.207%,,1877,1917,40
4-3-2020,SC,0,0%,0,0%,0,0,,1523,1554,31
4-2-2020,SC,261,20.186%,5,19.231%,669,39.013%,,1523,1554,31
4-1-2020,SC,210,19.391%,4,18.182%,627,33.493%,,1267,1293,26
3-31-2020,SC,158,17.081%,4,22.222%,614,25.733%,,1061,1083,22
3-30-2020,SC,151,19.509%,2,12.5%,1296,11.651%,,907,925,18
3-29-2020,SC,235,43.599%,3,23.077%,842,27.91%,,758,774,16
3-28-2020,SC,83,18.202%,4,44.444%,184,45.109%,,526,539,13
3-27-2020,SC,0,0%,0,0%,0,0,,447,456,9
3-26-2020,SC,32,7.547%,2,28.571%,36,88.889%,,447,456,9
3-25-2020,SC,126,42.282%,2,40%,417,30.216%,,417,424,7
3-24-2020,SC,0,0%,0,0%,546,0%,,293,298,5
3-23-2020,SC,103,52.821%,2,66.667%,103,100%,,293,298,5
3-22-2020,SC,43,28.289%,2,200%,254,16.929%,,192,195,3
3-21-2020,SC,71,87.654%,0,0%,493,14.402%,,151,152,1
3-20-2020,SC,21,35%,0,0%,271,7.749%,,80,81,1
3-19-2020,SC,0,0%,0,0%,0,0,,59,60,1
3-18-2020,SC,27,81.818%,0,0%,299,9.03%,,59,60,1
3-17-2020,SC,5,17.857%,0,0%,81,6.173%,,32,33,1
3-16-2020,SC,9,47.368%,1,Infinity%,90,10%,,27,28,1
3-15-2020,SC,6,46.154%,0,0,50,12%,,19,19,
3-14-2020,SC,1,8.333%,0,0,36,2.778%,,13,13,
3-13-2020,SC,2,20%,0,0,29,6.897%,,12,12,
3-12-2020,SC,1,11.111%,0,0,17,5.882%,,10,10,
3-11-2020,SC,2,28.571%,0,0,10,20%,,NaN,9,
3-10-2020,SC,0,0%,0,0,0,0,,NaN,7,
3-9-2020,SC,5,250%,0,0,21,23.81%,,NaN,7,
3-8-2020,SC,0,0%,0,0,0,0,,NaN,2,
3-7-2020,SC,2,Infinity%,0,0,5,40%,,NaN,2,
3-6-2020,SC,0,0,0,0,0,0,,NaN,0,
3-5-2020,SC,0,0,0,0,0,0,,NaN,0,
3-4-2020,SC,,0,,0,,0,,NaN,0,
5-25-2020,FL,879,1.728%,15,0.648%,37000,2.376%,,49415,51746,2331
5-24-2020,FL,740,1.476%,4,0.173%,14798,5.001%,,48551,50867,2316
5-23-2020,FL,676,1.367%,44,1.94%,20941,3.228%,,47815,50127,2312
5-22-2020,FL,776,1.594%,46,2.07%,21567,3.598%,,47183,49451,2268
5-21-2020,FL,1204,2.536%,49,2.255%,42581,2.828%,,46453,48675,2222
5-20-2020,FL,527,1.123%,44,2.067%,55493,0.95%,,45298,47471,2173
5-19-2020,FL,502,1.081%,56,2.701%,39443,1.273%,,44815,46944,2129
5-18-2020,FL,854,1.873%,24,1.171%,24620,3.469%,,44369,46442,2073
5-17-2020,FL,777,1.734%,9,0.441%,21745,3.573%,,43539,45588,2049
5-16-2020,FL,1601,3.705%,49,2.461%,21210,7.548%,,42771,44811,2040
5-15-2020,FL,0,0%,43,2.207%,0,0,,41219,43210,1991
5-14-2020,FL,808,1.906%,50,2.634%,14074,5.741%,,41262,43210,1948
5-13-2020,FL,479,1.143%,49,2.65%,15159,3.16%,,40504,42402,1898
5-12-2020,FL,941,2.296%,44,2.438%,18547,5.074%,,40074,41923,1849
5-11-2020,FL,386,0.951%,14,0.782%,22109,1.746%,,39177,40982,1805
5-10-2020,FL,595,1.487%,6,0.336%,11217,5.304%,,38805,40596,1791
5-9-2020,FL,802,2.046%,47,2.704%,14390,5.573%,,38216,40001,1785
5-8-2020,FL,371,0.955%,71,4.259%,20391,1.819%,,37461,39199,1738
5-7-2020,FL,826,2.174%,62,3.863%,12899,6.404%,,37161,38828,1667
5-6-2020,FL,563,1.504%,69,4.492%,14360,3.921%,,36397,38002,1605
5-5-2020,FL,542,1.469%,113,7.941%,21421,2.53%,,35903,37439,1536
5-4-2020,FL,819,2.27%,20,1.426%,16081,5.093%,,35474,36897,1423
5-3-2020,FL,615,1.734%,15,1.081%,12177,5.051%,,34675,36078,1403
5-2-2020,FL,735,2.116%,74,5.632%,13313,5.521%,,34075,35463,1388
5-1-2020,FL,1038,3.081%,24,1.86%,20294,5.115%,,33414,34728,1314
4-30-2020,FL,497,1.497%,50,4.032%,8917,5.574%,,32400,33690,1290
4-29-2020,FL,347,1.056%,86,7.452%,6613,5.247%,,31953,33193,1240
4-28-2020,FL,708,2.203%,53,4.814%,10412,6.8%,,31692,32846,1154
4-27-2020,FL,610,1.935%,7,0.64%,11850,5.148%,,31037,32138,1101
4-26-2020,FL,689,2.234%,19,1.767%,11514,5.984%,,30434,31528,1094
4-25-2020,FL,665,2.204%,44,4.268%,16140,4.12%,,29764,30839,1075
4-24-2020,FL,1342,4.655%,52,5.312%,20251,6.627%,,29143,30174,1031
4-23-2020,FL,523,1.847%,69,7.582%,8081,6.472%,,27853,28832,979
4-22-2020,FL,814,2.961%,54,6.308%,11568,7.037%,,27399,28309,910
4-21-2020,FL,835,3.132%,50,6.203%,10834,7.707%,,26639,27495,856
4-20-2020,FL,664,2.554%,25,3.201%,10146,6.544%,,25854,26660,806
4-19-2020,FL,727,2.877%,27,3.581%,9552,7.611%,,25215,25996,781
4-18-2020,FL,1150,4.768%,55,7.868%,11690,9.837%,,24515,25269,754
4-17-2020,FL,1222,5.337%,53,8.204%,15589,7.839%,,23420,24119,699
4-16-2020,FL,386,1.715%,37,6.076%,5739,6.726%,,22251,22897,646
4-15-2020,FL,1144,5.354%,72,13.408%,10329,11.076%,,21902,22511,609
4-14-2020,FL,766,3.718%,54,11.18%,6973,10.985%,,20830,21367,537
4-13-2020,FL,1246,6.438%,18,3.871%,13454,9.261%,,20118,20601,483
4-12-2020,FL,861,4.656%,27,6.164%,9820,8.768%,,18890,19355,465
4-11-2020,FL,963,5.493%,48,12.308%,10103,9.532%,,18056,18494,438
4-10-2020,FL,1167,7.132%,36,10.169%,10281,11.351%,,17141,17531,390
4-9-2020,FL,909,5.882%,45,14.563%,9415,9.655%,,16010,16364,354
4-8-2020,FL,708,4.801%,13,4.392%,4972,14.24%,,15146,15455,309
4-7-2020,FL,1423,10.68%,60,25.424%,14888,9.558%,,14451,14747,296
4-6-2020,FL,1173,9.654%,18,8.257%,9870,11.884%,,13088,13324,236
4-5-2020,FL,1040,9.36%,27,14.136%,11337,9.174%,,11933,12151,218
4-4-2020,FL,1526,15.921%,28,17.178%,10345,14.751%,,10920,11111,191
4-3-2020,FL,1575,19.663%,35,27.344%,14426,10.918%,,9422,9585,163
4-2-2020,FL,1055,15.169%,41,47.126%,10812,9.758%,,7882,8010,128
4-1-2020,FL,617,9.735%,10,12.987%,5861,10.527%,,6868,6955,87
3-31-2020,FL,865,15.805%,14,22.222%,6925,12.491%,,6261,6338,77
3-30-2020,FL,1227,28.898%,7,12.5%,10382,11.819%,,5410,5473,63
3-29-2020,FL,483,12.836%,2,3.704%,4187,11.536%,,4190,4246,56
3-28-2020,FL,998,36.094%,20,58.824%,8178,12.203%,,3709,3763,54
3-27-2020,FL,410,17.41%,6,21.429%,4855,8.445%,,2731,2765,34
