date,state,Cases 24hr,Cases % 24hr,Deaths 24hr,Deaths % 24hr ,Tests 24hr,Positive Tests 24hr,Total Recovered,Total Active Infections,Total Cases,Total Deaths
3-15-2020,AR,4,33.333%,0,0,42,9.524%,,16,16,
3-14-2020,AR,3,33.333%,0,0,38,7.895%,,12,12,
3-13-2020,AR,3,50%,0,0,9,33.333%,,9,9,
3-12-2020,AR,6,Infinity%,0,0,18,33.333%,,6,6,
3-11-2020,AR,0,0,0,0,0,0,,NaN,0,
3-10-2020,AR,0,0,0,0,0,0,,NaN,0,
3-9-2020,AR,0,0,0,0,6,0%,,NaN,0,
3-8-2020,AR,0,0,0,0,0,0,,NaN,0,
3-7-2020,AR,0,0,0,0,0,0,,NaN,0,
3-6-2020,AR,,0,,0,,0,,NaN,0,
5-25-2020,AZ,222,1.359%,6,0.75%,4141,5.361%,4204,11551,16561,806
5-24-2020,AZ,300,1.87%,1,0.125%,3202,9.369%,4132,11407,16339,800
5-23-2020,AZ,431,2.761%,24,3.097%,4436,9.716%,4033,11207,16039,799
5-22-2020,AZ,293,1.913%,12,1.573%,4376,6.696%,3949,10884,15608,775
5-21-2020,AZ,418,2.806%,16,2.142%,6192,6.751%,3872,10680,15315,763
5-20-2020,AZ,331,2.272%,43,6.108%,3864,8.566%,3773,10377,14897,747
5-19-2020,AZ,396,2.795%,18,2.624%,5098,7.768%,3693,10169,14566,704
5-18-2020,AZ,233,1.672%,6,0.882%,4712,4.945%,3570,9914,14170,686
5-17-2020,AZ,306,2.245%,1,0.147%,4973,6.153%,3450,9807,13937,680
5-16-2020,AZ,462,3.508%,28,4.301%,4787,9.651%,3357,9595,13631,679
5-15-2020,AZ,495,3.906%,27,4.327%,7663,6.46%,3145,9373,13169,651
5-14-2020,AZ,498,4.09%,30,5.051%,6588,7.559%,3074,8976,12674,624
5-13-2020,AZ,440,3.749%,32,5.694%,4908,8.965%,2979,8603,12176,594
5-12-2020,AZ,356,3.128%,20,3.69%,6378,5.582%,2909,8265,11736,562
5-11-2020,AZ,261,2.347%,6,1.119%,6087,4.288%,2852,7986,11380,542
5-10-2020,AZ,159,1.451%,4,0.752%,4567,3.481%,2775,7808,11119,536
5-9-2020,AZ,434,4.123%,15,2.901%,4685,9.264%,2684,7744,10960,532
5-8-2020,AZ,581,5.842%,67,14.889%,4691,12.385%,1747,8262,10526,517
5-7-2020,AZ,238,2.452%,24,5.634%,4697,5.067%,1722,7773,9945,450
5-6-2020,AZ,402,4.32%,31,7.848%,3477,11.562%,1693,7588,9707,426
5-5-2020,AZ,386,4.328%,33,9.116%,3007,12.837%,1671,7239,9305,395
5-4-2020,AZ,279,3.229%,0,0%,4134,6.749%,1632,6925,8919,362
5-3-2020,AZ,276,3.3%,14,4.023%,3122,8.84%,1597,6681,8640,362
5-2-2020,AZ,402,5.049%,18,5.455%,3118,12.893%,1565,6451,8364,348
5-1-2020,AZ,314,4.106%,10,3.125%,3093,10.152%,1528,6104,7962,330
4-30-2020,AZ,446,6.193%,16,5.263%,2973,15.002%,1499,5829,7648,320
4-29-2020,AZ,254,3.656%,11,3.754%,1375,18.473%,1475,5423,7202,304
4-28-2020,AZ,232,3.454%,18,6.545%,895,25.922%,1450,5205,6948,293
4-27-2020,AZ,190,2.911%,0,0%,1732,10.97%,1418,5023,6716,275
4-26-2020,AZ,246,3.917%,9,3.383%,2303,10.682%,1383,4868,6526,275
4-25-2020,AZ,235,3.888%,0,0%,1794,13.099%,1345,4669,6280,266
4-24-2020,AZ,276,4.784%,17,6.827%,2017,13.684%,1313,4466,6045,266
4-23-2020,AZ,310,5.679%,20,8.734%,2096,14.79%,1282,4238,5769,249
4-22-2020,AZ,208,3.961%,21,10.096%,1449,14.355%,1265,3965,5459,229
4-21-2020,AZ,187,3.693%,21,11.23%,652,28.681%,1155,3888,5251,208
4-20-2020,AZ,135,2.739%,3,1.63%,1510,8.94%,1155,3722,5064,187
4-19-2020,AZ,210,4.45%,7,3.955%,1945,10.797%,994,3751,4929,184
4-18-2020,AZ,212,4.704%,8,4.734%,1815,11.68%,539,4003,4719,177
4-17-2020,AZ,273,6.448%,19,12.667%,1832,14.902%,539,3799,4507,169
4-16-2020,AZ,272,6.865%,8,5.634%,2088,13.027%,460,3624,4234,150
4-15-2020,AZ,156,4.099%,11,8.397%,1214,12.85%,385,3435,3962,142
4-14-2020,AZ,104,2.809%,9,7.377%,749,13.885%,249,3426,3806,131
4-13-2020,AZ,163,4.606%,7,6.087%,1238,13.166%,,3580,3702,122
4-12-2020,AZ,146,4.303%,7,6.481%,1579,9.246%,,3424,3539,115
4-11-2020,AZ,281,9.03%,11,11.34%,2796,10.05%,,3285,3393,108
4-10-2020,AZ,94,3.115%,8,8.989%,556,16.906%,,3015,3112,97
4-9-2020,AZ,292,10.712%,9,11.25%,2614,11.171%,,2929,3018,89
4-8-2020,AZ,151,5.864%,7,9.589%,1189,12.7%,,2646,2726,80
4-7-2020,AZ,119,4.845%,8,12.308%,841,14.15%,,2502,2575,73
4-6-2020,AZ,187,8.242%,1,1.563%,5124,3.649%,,2391,2456,65
4-5-2020,AZ,250,12.382%,12,23.077%,250,100%,,2205,2269,64
4-4-2020,AZ,250,14.132%,11,26.829%,2487,10.052%,,1967,2019,52
4-3-2020,AZ,171,10.701%,9,28.125%,1964,8.707%,,1728,1769,41
4-2-2020,AZ,185,13.093%,3,10.345%,1651,11.205%,,1566,1598,32
4-1-2020,AZ,124,9.62%,5,20.833%,1687,7.35%,,1384,1413,29
3-31-2020,AZ,132,11.409%,4,20%,2612,5.054%,,1265,1289,24
3-30-2020,AZ,238,25.898%,3,17.647%,2887,8.244%,,1137,1157,20
3-29-2020,AZ,46,5.269%,2,13.333%,5544,0.83%,,902,919,17
3-28-2020,AZ,137,18.614%,2,15.385%,137,100%,,858,873,15
3-27-2020,AZ,159,27.556%,5,62.5%,7267,2.188%,,723,736,13
3-26-2020,AZ,127,28.222%,2,33.333%,151,84.106%,,569,577,8
3-25-2020,AZ,93,26.05%,1,20%,103,90.291%,,444,450,6
3-24-2020,AZ,92,34.717%,3,150%,96,95.833%,,352,357,5
3-23-2020,AZ,113,74.342%,0,0%,140,80.714%,,263,265,2
3-22-2020,AZ,48,46.154%,1,100%,90,53.333%,,150,152,2
3-21-2020,AZ,39,60%,1,Infinity%,68,57.353%,,103,104,1
3-20-2020,AZ,21,47.727%,0,0,57,36.842%,,65,65,0
3-19-2020,AZ,16,57.143%,0,0,43,37.209%,,44,44,0
3-18-2020,AZ,8,40%,0,0,14,57.143%,,28,28,0
3-17-2020,AZ,2,11.111%,0,0,19,10.526%,,20,20,0
3-16-2020,AZ,6,50%,0,0,10,60%,,18,18,0
3-15-2020,AZ,0,0%,0,0,0,0,,12,12,0
3-14-2020,AZ,3,33.333%,0,0,30,10%,,12,12,0
3-13-2020,AZ,0,0%,0,0,12,0%,,9,9,0
3-12-2020,AZ,0,0%,0,0,23,0%,,9,9,
3-11-2020,AZ,3,50%,0,0,11,27.273%,,NaN,9,
3-10-2020,AZ,1,20%,0,0,8,12.5%,,NaN,6,
3-9-2020,AZ,0,0%,0,0,0,0,,NaN,5,
3-8-2020,AZ,0,0%,0,0,0,0,,NaN,5,
3-7-2020,AZ,2,66.667%,0,0,13,15.385%,,NaN,5,
3-6-2020,AZ,1,50%,0,0,6,16.667%,,NaN,3,
3-5-2020,AZ,0,0%,0,0,1,0%,,NaN,2,
3-4-2020,AZ,,0,,0,,0,,NaN,2,
5-25-2020,MD,839,1.812%,25,1.098%,9215,9.105%,3329,41521,47152,2302
5-24-2020,MD,818,1.798%,34,1.516%,8035,10.18%,3319,40717,46313,2277
5-23-2020,MD,1071,2.411%,36,1.631%,4425,24.203%,3283,39969,45495,2243
5-22-2020,MD,893,2.051%,48,2.223%,7669,11.644%,3243,38974,44424,2207
5-21-2020,MD,1208,2.854%,36,1.696%,4903,24.638%,3099,38273,43531,2159
5-20-2020,MD,777,1.87%,42,2.018%,6672,11.646%,2993,37207,42323,2123
5-19-2020,MD,1784,4.487%,58,2.867%,7152,24.944%,2868,36597,41546,2081
5-18-2020,MD,958,2.469%,31,1.556%,6580,14.559%,2817,34922,39762,2023
5-17-2020,MD,836,2.202%,35,1.788%,4751,17.596%,2816,33996,38804,1992
5-16-2020,MD,982,2.655%,46,2.407%,7349,13.362%,2806,33205,37968,1957
5-15-2020,MD,1083,3.016%,45,2.412%,4372,24.771%,2685,32390,36986,1911
5-14-2020,MD,1091,3.134%,57,3.151%,4880,22.357%,2569,31468,35903,1866
5-13-2020,MD,751,2.205%,53,3.018%,4071,18.448%,2456,30547,34812,1809
5-12-2020,MD,688,2.062%,73,4.337%,4723,14.567%,2394,29911,34061,1756
5-11-2020,MD,786,2.412%,39,2.372%,4849,16.21%,2298,29392,33373,1683
5-10-2020,MD,1053,3.339%,30,1.859%,3903,26.979%,2293,28650,32587,1644
5-9-2020,MD,1049,3.441%,54,3.462%,3841,27.311%,2159,27761,31534,1614
5-8-2020,MD,1111,3.782%,57,3.792%,3587,30.973%,2041,26884,30485,1560
5-7-2020,MD,1211,4.3%,66,4.593%,4588,26.395%,2029,25842,29374,1503
5-6-2020,MD,1046,3.857%,47,3.381%,3909,26.759%,1903,24823,28163,1437
5-5-2020,MD,709,2.685%,73,5.543%,3108,22.812%,1810,23917,27117,1390
5-4-2020,MD,946,3.715%,36,2.81%,4201,22.518%,1695,23396,26408,1317
5-3-2020,MD,989,4.041%,30,2.398%,7272,13.6%,1666,22515,25462,1281
5-2-2020,MD,1001,4.265%,59,4.95%,4539,22.053%,1590,21632,24473,1251
5-1-2020,MD,1730,7.957%,52,4.561%,6624,26.117%,1517,20763,23472,1192
4-30-2020,MD,893,4.283%,62,5.751%,3430,26.035%,1432,19170,21742,1140
4-29-2020,MD,736,3.659%,62,6.102%,3144,23.41%,1361,18410,20849,1078
4-28-2020,MD,626,3.212%,71,7.513%,2809,22.286%,1295,17802,20113,1016
4-27-2020,MD,906,4.876%,35,3.846%,8311,10.901%,1263,17279,19487,945
4-26-2020,MD,815,4.587%,35,4%,7542,10.806%,1177,16494,18581,910
4-25-2020,MD,1150,6.921%,77,9.649%,4407,26.095%,1165,15726,17766,875
4-24-2020,MD,879,5.586%,50,6.684%,4616,19.042%,1108,14710,16616,798
4-23-2020,MD,962,6.511%,50,7.163%,3571,26.939%,1040,13949,15737,748
4-22-2020,MD,582,4.101%,46,7.055%,2894,20.111%,981,13096,14775,698
4-21-2020,MD,509,3.72%,70,12.027%,2238,22.744%,930,12611,14193,652
4-20-2020,MD,854,6.656%,34,6.204%,3506,24.358%,917,12185,13684,582
4-19-2020,MD,522,4.241%,14,2.622%,2521,20.706%,914,11368,12830,548
4-18-2020,MD,736,6.36%,40,8.097%,3361,21.898%,771,11003,12308,534
4-17-2020,MD,788,7.307%,35,7.625%,3166,24.889%,736,10342,11572,494
4-16-2020,MD,752,7.496%,46,11.138%,3080,24.416%,736,9589,10784,459
4-15-2020,MD,560,5.912%,111,36.755%,2030,27.586%,607,9012,10032,413
4-14-2020,MD,536,5.998%,40,15.267%,1982,27.043%,607,8563,9472,302
4-13-2020,MD,711,8.644%,27,11.489%,1987,35.783%,603,8071,8936,262
4-12-2020,MD,531,6.901%,29,14.078%,2526,21.021%,456,7534,8225,235
4-11-2020,MD,726,10.419%,35,20.468%,2790,26.022%,431,7057,7694,206
4-10-2020,MD,783,12.66%,33,23.913%,2919,26.824%,397,6400,6968,171
4-9-2020,MD,656,11.865%,14,11.29%,3067,21.389%,376,5671,6185,138
4-8-2020,MD,1158,26.493%,21,20.388%,6835,16.942%,365,5040,5529,124
4-7-2020,MD,326,8.059%,12,13.187%,2010,16.219%,288,3980,4371,103
4-6-2020,MD,436,12.081%,24,35.821%,1280,34.063%,184,3770,4045,91
4-5-2020,MD,484,15.488%,14,26.415%,2727,17.748%,159,3383,3609,67
4-4-2020,MD,367,13.307%,11,26.19%,1920,19.115%,159,2913,3125,53
4-3-2020,MD,427,18.318%,6,16.667%,2469,17.294%,159,2557,2758,42
4-2-2020,MD,346,17.431%,5,16.129%,2003,17.274%,81,2214,2331,36
4-1-2020,MD,325,19.578%,13,72.222%,2690,12.082%,,1954,1985,31
3-31-2020,MD,247,17.481%,3,20%,1799,13.73%,,1642,1660,18
3-30-2020,MD,174,14.044%,5,50%,1136,15.317%,,1398,1413,15
3-29-2020,MD,247,24.899%,5,100%,1085,22.765%,,1229,1239,10
3-28-2020,MD,218,28.165%,0,0%,11640,1.873%,,987,992,5
3-27-2020,MD,194,33.448%,1,25%,194,100%,25,744,774,5
3-26-2020,MD,157,37.116%,0,0%,157,100%,,576,580,4
3-25-2020,MD,74,21.203%,1,33.333%,74,100%,,419,423,4
3-24-2020,MD,61,21.181%,0,0%,61,100%,,346,349,3
3-23-2020,MD,44,18.033%,0,0%,44,100%,,285,288,3
3-22-2020,MD,54,28.421%,1,50%,54,100%,,241,244,3
3-21-2020,MD,41,27.517%,1,100%,41,100%,,188,190,2
3-20-2020,MD,42,39.252%,0,0%,42,100%,,148,149,1
3-19-2020,MD,22,25.882%,1,Infinity%,22,100%,,106,107,1
3-18-2020,MD,28,49.123%,0,0,28,100%,,85,85,
3-17-2020,MD,20,54.054%,0,0,20,100%,,57,57,
3-16-2020,MD,6,19.355%,0,0,6,100%,,37,37,
3-15-2020,MD,5,19.231%,0,0,5,100%,,31,31,
3-14-2020,MD,9,52.941%,0,0,9,100%,,26,26,
3-13-2020,MD,5,41.667%,0,0,5,100%,,17,17,
3-12-2020,MD,3,33.333%,0,0,3,100%,,12,12,
3-11-2020,MD,3,50%,0,0,8,37.5%,,NaN,9,
3-10-2020,MD,1,20%,0,0,17,5.882%,,NaN,6,
3-9-2020,MD,2,66.667%,0,0,23,8.696%,,NaN,5,
3-8-2020,MD,0,0%,0,0,11,0%,,NaN,3,
3-7-2020,MD,0,0%,0,0,15,0%,,NaN,3,
3-6-2020,MD,3,Infinity%,0,0,12,25%,,NaN,3,
3-5-2020,MD,,0,,0,,0,,NaN,0,
5-25-2020,HI,0,0%,0,0%,799,0%,591,35,643,17
5-24-2020,HI,1,0.156%,0,0%,751,0.133%,589,37,643,17
5-23-2020,HI,-5,-0.773%,0,0%,836,-0.598%,585,40,642,17
5-22-2020,HI,4,0.622%,0,0%,836,0.478%,579,51,647,17
5-21-2020,HI,2,0.312%,0,0%,845,0.237%,578,48,643,17
5-20-2020,HI,1,0.156%,0,0%,1281,0.078%,578,46,641,17
5-19-2020,HI,0,0%,0,0%,2978,0%,574,49,640,17
5-18-2020,HI,1,0.156%,0,0%,371,0.27%,573,50,640,17
5-17-2020,HI,1,0.157%,0,0%,791,0.126%,572,50,639,17
5-16-2020,HI,1,0.157%,0,0%,2107,0.047%,565,56,638,17
5-15-2020,HI,-1,-0.157%,0,0%,-105,0.952%,564,56,637,17
5-14-2020,HI,3,0.472%,0,0%,516,0.581%,563,58,638,17
5-13-2020,HI,1,0.158%,0,0%,426,0.235%,563,55,635,17
5-12-2020,HI,2,0.316%,0,0%,256,0.781%,561,56,634,17
5-11-2020,HI,1,0.158%,0,0%,413,0.242%,561,54,632,17
5-10-2020,HI,2,0.318%,0,0%,1008,0.198%,551,63,631,17
5-9-2020,HI,0,0%,0,0%,-356,0%,566,46,629,17
5-8-2020,HI,3,0.479%,0,0%,1077,0.279%,565,47,629,17
5-7-2020,HI,1,0.16%,0,0%,342,0.292%,558,51,626,17
5-6-2020,HI,4,0.644%,0,0%,1200,0.333%,551,57,625,17
5-5-2020,HI,1,0.161%,0,0%,133,0.752%,548,56,621,17
5-4-2020,HI,0,0%,1,6.25%,916,0%,544,59,620,17
5-3-2020,HI,1,0.162%,0,0%,965,0.104%,541,63,620,16
5-2-2020,HI,1,0.162%,0,0%,891,0.112%,532,71,619,16
5-1-2020,HI,5,0.816%,0,0%,454,1.101%,526,76,618,16
4-30-2020,HI,4,0.657%,0,0%,1022,0.391%,516,81,613,16
4-29-2020,HI,2,0.329%,0,0%,435,0.46%,505,88,609,16
4-28-2020,HI,1,0.165%,2,14.286%,173,0.578%,493,98,607,16
4-27-2020,HI,3,0.498%,0,0%,527,0.569%,488,104,606,14
4-26-2020,HI,2,0.333%,1,7.692%,443,0.451%,482,107,603,14
4-25-2020,HI,5,0.839%,1,8.333%,1153,0.434%,463,125,601,13
4-24-2020,HI,4,0.676%,0,0%,759,0.527%,455,129,596,12
4-23-2020,HI,10,1.718%,0,0%,786,1.272%,444,136,592,12
4-22-2020,HI,-2,-0.342%,2,20%,646,-0.31%,437,133,582,12
4-21-2020,HI,4,0.69%,0,0%,521,0.768%,423,151,584,10
4-20-2020,HI,6,1.045%,1,11.111%,705,0.851%,414,156,580,10
4-19-2020,HI,21,3.797%,0,0%,1127,1.863%,410,155,574,9
4-18-2020,HI,12,2.218%,0,0%,486,2.469%,390,154,553,9
4-17-2020,HI,11,2.075%,0,0%,1157,0.951%,374,158,541,9
4-16-2020,HI,13,2.515%,0,0%,897,1.449%,359,162,530,9
4-15-2020,HI,13,2.579%,0,0%,383,3.394%,333,175,517,9
4-14-2020,HI,5,1.002%,0,0%,576,0.868%,315,180,504,9
4-13-2020,HI,13,2.675%,1,12.5%,876,1.484%,310,180,499,9
4-12-2020,HI,21,4.516%,0,0%,437,4.805%,300,178,486,8
4-11-2020,HI,23,5.204%,2,33.333%,1382,1.664%,284,173,465,8
4-10-2020,HI,7,1.609%,1,20%,398,1.759%,251,185,442,6
4-9-2020,HI,25,6.098%,0,0%,602,4.153%,113,317,435,5
4-8-2020,HI,23,5.943%,0,0%,1607,1.431%,113,292,410,5
4-7-2020,HI,16,4.313%,1,25%,16,100%,89,293,387,5
4-6-2020,HI,20,5.698%,0,0%,571,3.503%,85,282,371,4
4-5-2020,HI,32,10.031%,1,33.333%,677,4.727%,82,265,351,4
4-4-2020,HI,34,11.93%,1,50%,1787,1.903%,78,238,319,3
4-3-2020,HI,27,10.465%,1,100%,27,100%,72,211,285,2
4-2-2020,HI,50,24.038%,0,0%,1535,3.257%,69,188,258,1
4-1-2020,HI,4,1.961%,1,Infinity%,254,1.575%,58,149,208,1
3-31-2020,HI,29,16.571%,0,0,675,4.296%,49,155,204,
3-30-2020,HI,24,15.894%,0,0,1000,2.4%,,175,175,
3-29-2020,HI,31,25.833%,0,0,2523,1.229%,,151,151,
3-28-2020,HI,14,13.208%,0,0,14,100%,,120,120,
3-27-2020,HI,11,11.579%,0,0,11,100%,,106,106,
3-26-2020,HI,5,5.556%,0,0,5,100%,,95,95,
3-25-2020,HI,13,16.883%,0,0,781,1.665%,,90,90,
3-24-2020,HI,21,37.5%,0,0,655,3.206%,,77,77,
3-23-2020,HI,8,16.667%,0,0,2700,0.296%,,56,56,
3-22-2020,HI,11,29.73%,0,0,150,7.333%,,48,48,
3-21-2020,HI,11,42.308%,0,0,11,100%,,37,37,
3-20-2020,HI,10,62.5%,0,0,41,24.39%,,26,26,
3-19-2020,HI,2,14.286%,0,0,2,100%,,16,16,
3-18-2020,HI,4,40%,0,0,97,4.124%,,14,14,
3-17-2020,HI,3,42.857%,0,0,3,100%,,10,10,
3-16-2020,HI,5,250%,0,0,5,100%,,7,7,
3-15-2020,HI,0,0%,0,0,0,0,,2,2,
3-14-2020,HI,0,0%,0,0,0,0,,2,2,
3-13-2020,HI,0,0%,0,0,0,0,,2,2,
3-12-2020,HI,0,0%,0,0,0,0,,2,2,
3-11-2020,HI,0,0%,0,0,0,0,,NaN,2,
3-10-2020,HI,0,0%,0,0,0,0,,NaN,2,
3-9-2020,HI,1,100%,0,0,1,100%,,NaN,2,
3-8-2020,HI,0,0%,0,0,0,0,,NaN,1,
3-7-2020,HI,,0,,0,,0,,NaN,1,
5-25-2020,DC,259,3.251%,13,3.044%,-11188,-2.315%,1080,6705,8225,440
5-24-2020,DC,0,0%,0,0%,0,0,1075,6464,7966,427
5-23-2020,DC,73,0.925%,9,2.153%,8998,0.811%,1075,6464,7966,427
5-22-2020,DC,105,1.348%,6,1.456%,1237,8.488%,1069,6406,7893,418
5-21-2020,DC,237,3.139%,5,1.229%,1337,17.726%,1061,6315,7788,412
5-20-2020,DC,117,1.574%,7,1.75%,1045,11.196%,1059,6085,7551,407
5-19-2020,DC,164,2.256%,8,2.041%,1549,10.587%,1040,5994,7434,400
5-18-2020,DC,147,2.064%,9,2.35%,1299,11.316%,1028,5850,7270,392
5-17-2020,DC,81,1.15%,8,2.133%,994,8.149%,1023,5717,7123,383
5-16-2020,DC,171,2.489%,7,1.902%,1193,14.334%,998,5669,7042,375
5-15-2020,DC,135,2.004%,10,2.793%,1340,10.075%,975,5528,6871,368
5-14-2020,DC,152,2.309%,8,2.286%,1341,11.335%,966,5412,6736,358
5-13-2020,DC,99,1.527%,14,4.167%,608,16.283%,934,5300,6584,350
5-12-2020,DC,96,1.503%,8,2.439%,789,12.167%,886,5263,6485,336
5-11-2020,DC,117,1.865%,5,1.548%,691,16.932%,881,5180,6389,328
5-10-2020,DC,170,2.786%,12,3.859%,1387,12.257%,880,5069,6272,323
5-9-2020,DC,203,3.441%,7,2.303%,1068,19.007%,879,4912,6102,311
5-8-2020,DC,245,4.333%,19,6.667%,1259,19.46%,825,4770,5899,304
5-7-2020,DC,193,3.534%,8,2.888%,872,22.133%,825,4544,5654,285
5-6-2020,DC,139,2.612%,13,4.924%,655,21.221%,808,4376,5461,277
5-5-2020,DC,152,2.94%,6,2.326%,534,28.464%,667,4391,5322,264
5-4-2020,DC,154,3.07%,7,2.789%,693,22.222%,666,4246,5170,258
5-3-2020,DC,219,4.565%,11,4.583%,1098,19.945%,666,4099,5016,251
5-2-2020,DC,139,2.984%,9,3.896%,869,15.995%,666,3891,4797,240
5-1-2020,DC,335,7.749%,7,3.125%,1056,31.723%,666,3761,4658,231
4-30-2020,DC,217,5.285%,19,9.268%,850,25.529%,660,3439,4323,224
4-29-2020,DC,112,2.804%,15,7.895%,344,32.558%,660,3241,4106,205
4-28-2020,DC,102,2.621%,5,2.703%,469,21.748%,660,3144,3994,190
4-27-2020,DC,51,1.328%,7,3.933%,348,14.655%,659,3048,3892,185
4-26-2020,DC,142,3.839%,13,7.879%,766,18.538%,657,3006,3841,178
4-25-2020,DC,171,4.847%,12,7.843%,769,22.237%,652,2882,3699,165
4-24-2020,DC,167,4.969%,14,10.072%,603,27.695%,651,2724,3528,153
4-23-2020,DC,155,4.835%,12,9.449%,428,36.215%,648,2574,3361,139
4-22-2020,DC,108,3.486%,15,13.393%,563,19.183%,645,2434,3206,127
4-21-2020,DC,171,5.842%,7,6.667%,826,20.702%,636,2350,3098,112
4-20-2020,DC,134,4.798%,9,9.375%,414,32.367%,630,2192,2927,105
4-19-2020,DC,127,4.764%,5,5.495%,431,29.466%,622,2075,2793,96
4-18-2020,DC,190,7.674%,5,5.814%,625,30.4%,608,1967,2666,91
4-17-2020,DC,126,5.362%,5,6.173%,493,25.558%,573,1817,2476,86
4-16-2020,DC,153,6.964%,9,12.5%,625,24.48%,552,1717,2350,81
4-15-2020,DC,139,6.754%,5,7.463%,241,57.676%,530,1595,2197,72
4-14-2020,DC,103,5.269%,14,26.415%,350,29.429%,518,1473,2058,67
4-13-2020,DC,80,4.267%,3,6%,294,27.211%,507,1395,1955,53
4-12-2020,DC,97,5.456%,3,6.383%,601,16.14%,493,1332,1875,50
4-11-2020,DC,118,7.108%,9,23.684%,684,17.251%,447,1284,1778,47
4-10-2020,DC,137,8.995%,6,18.75%,631,21.712%,426,1196,1660,38
4-9-2020,DC,83,5.764%,5,18.519%,441,18.821%,393,1098,1523,32
4-8-2020,DC,229,18.91%,5,22.727%,460,49.783%,361,1052,1440,27
4-7-2020,DC,114,10.392%,-2,-8.333%,370,30.811%,318,871,1211,22
4-6-2020,DC,99,9.92%,2,9.091%,619,15.994%,287,786,1097,24
4-5-2020,DC,96,10.643%,1,4.762%,396,24.242%,258,718,998,22
4-4-2020,DC,145,19.155%,6,40%,854,16.979%,235,646,902,21
4-3-2020,DC,104,15.926%,3,25%,514,20.233%,206,536,757,15
4-2-2020,DC,67,11.433%,1,9.091%,1222,5.483%,173,468,653,12
4-1-2020,DC,91,18.384%,2,22.222%,91,100%,142,433,586,11
3-31-2020,DC,94,23.441%,0,0%,674,13.947%,121,365,495,9
3-30-2020,DC,59,17.251%,4,80%,272,21.691%,106,286,401,9
3-29-2020,DC,38,12.5%,1,25%,296,12.838%,66,271,342,5
3-28-2020,DC,37,13.858%,1,33.333%,351,10.541%,51,249,304,4
3-27-2020,DC,36,15.584%,0,0%,307,11.726%,49,215,267,3
3-26-2020,DC,48,26.23%,1,50%,251,19.124%,21,207,231,3
3-25-2020,DC,46,33.577%,0,0%,274,16.788%,,181,183,2
3-24-2020,DC,21,18.103%,0,0%,103,20.388%,,135,137,2
3-23-2020,DC,18,18.367%,1,100%,174,10.345%,,114,116,2
3-22-2020,DC,21,27.273%,0,0%,472,4.449%,,97,98,1
3-21-2020,DC,6,8.451%,0,0%,11,54.545%,,76,77,1
3-20-2020,DC,32,82.051%,1,Infinity%,380,8.421%,,70,71,1
3-19-2020,DC,8,25.806%,0,0,23,34.783%,,39,39,0
3-18-2020,DC,9,40.909%,0,0,43,20.93%,,31,31,
3-17-2020,DC,5,29.412%,0,0,13,38.462%,,22,22,
3-16-2020,DC,1,6.25%,0,0,18,5.556%,,17,17,
3-15-2020,DC,6,60%,0,0,36,16.667%,,16,16,
3-14-2020,DC,0,0%,0,0,29,0%,,10,10,
3-13-2020,DC,0,0%,0,0,0,0,,10,10,
3-12-2020,DC,5,100%,0,0,5,100%,,10,10,
3-11-2020,DC,0,0%,0,0,3,0%,,NaN,5,
3-10-2020,DC,4,400%,0,0,7,57.143%,,NaN,5,
3-9-2020,DC,0,0%,0,0,4,0%,,NaN,1,
3-8-2020,DC,1,Infinity%,0,0,3,33.333%,,NaN,1,
3-7-2020,DC,0,0,0,0,0,0,,NaN,0,
3-6-2020,DC,0,0,0,0,2,0%,,NaN,0,
3-5-2020,DC,,0,,0,,0,,NaN,0,
5-25-2020,IL,1713,1.553%,28,0.577%,21643,7.915%,,107133,112017,4884
5-24-2020,IL,2508,2.327%,66,1.378%,25674,9.769%,,105448,110304,4856
5-23-2020,IL,2352,2.231%,75,1.591%,25114,9.365%,,103006,107796,4790
5-22-2020,IL,2758,2.686%,108,2.344%,25113,10.982%,,100729,105444,4715
5-21-2020,IL,2268,2.259%,82,1.812%,29307,7.739%,,98079,102686,4607
5-20-2020,IL,2388,2.436%,146,3.334%,21029,11.356%,,95893,100418,4525
5-19-2020,IL,1545,1.601%,145,3.425%,18443,8.377%,,93651,98030,4379
5-18-2020,IL,2294,2.435%,57,1.365%,21297,10.771%,,92251,96485,4234
5-17-2020,IL,1734,1.875%,48,1.163%,20295,8.544%,,90014,94191,4177
5-16-2020,IL,2088,2.311%,71,1.75%,23047,9.06%,,88328,92457,4129
5-15-2020,IL,2432,2.766%,130,3.31%,26565,9.155%,,86311,90369,4058
5-14-2020,IL,3239,3.824%,136,3.586%,22678,14.283%,,84009,87937,3928
5-13-2020,IL,1677,2.02%,191,5.304%,17668,9.492%,,80906,84698,3792
5-12-2020,IL,4014,5.081%,142,4.105%,29266,13.716%,,79420,83021,3601
5-11-2020,IL,1266,1.628%,53,1.556%,12441,10.176%,,75548,79007,3459
5-10-2020,IL,1656,2.177%,57,1.702%,13653,12.129%,,74335,77741,3406
5-9-2020,IL,2325,3.152%,108,3.332%,16617,13.992%,,72736,76085,3349
5-8-2020,IL,2887,4.073%,130,4.179%,20671,13.966%,,70519,73760,3241
5-7-2020,IL,2641,3.871%,137,4.607%,17783,14.851%,,67762,70873,3111
5-6-2020,IL,2270,3.441%,136,4.792%,14974,15.16%,,65258,68232,2974
